STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,wstatus,Labour force and employment status,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,AT,Austria,2009,,25.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,AT,Austria,2010,,25.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,AT,Austria,2011,,25.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,AT,Austria,2012,,26.5,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,AT,Austria,2013,,27.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,AT,Austria,2014,,28.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,AT,Austria,2015,,28.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,AT,Austria,2016,,29.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,AT,Austria,2017,,29.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,AT,Austria,2018,,28.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,AT,Austria,2019,,28.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,AT,Austria,2020,,28.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BE,Belgium,2009,,22.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BE,Belgium,2010,,23.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BE,Belgium,2011,,24.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BE,Belgium,2012,,24.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BE,Belgium,2013,,23.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BE,Belgium,2014,,23.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BE,Belgium,2015,,23.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BE,Belgium,2016,,24.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BE,Belgium,2017,,24.1,,b,break in time series,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BE,Belgium,2018,,23.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BE,Belgium,2019,,24.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BE,Belgium,2020,,23.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BG,Bulgaria,2009,,2.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BG,Bulgaria,2010,,2.2,,b,break in time series,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BG,Bulgaria,2011,,2.2,,b,break in time series,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BG,Bulgaria,2012,,2.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BG,Bulgaria,2013,,2.5,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BG,Bulgaria,2014,,2.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BG,Bulgaria,2015,,2.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BG,Bulgaria,2016,,2.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BG,Bulgaria,2017,,2.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BG,Bulgaria,2018,,1.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BG,Bulgaria,2019,,1.8,,b,break in time series,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,BG,Bulgaria,2020,,1.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CY,Cyprus,2009,,7.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CY,Cyprus,2010,,8.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CY,Cyprus,2011,,8.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CY,Cyprus,2012,,9.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CY,Cyprus,2013,,11.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CY,Cyprus,2014,,13.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CY,Cyprus,2015,,12.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CY,Cyprus,2016,,13.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CY,Cyprus,2017,,12.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CY,Cyprus,2018,,10.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CY,Cyprus,2019,,10.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CY,Cyprus,2020,,9.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CZ,Czechia,2009,,4.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CZ,Czechia,2010,,5.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CZ,Czechia,2011,,4.6,,b,break in time series,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CZ,Czechia,2012,,4.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CZ,Czechia,2013,,5.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CZ,Czechia,2014,,5.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CZ,Czechia,2015,,5.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CZ,Czechia,2016,,5.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CZ,Czechia,2017,,6.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CZ,Czechia,2018,,6.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CZ,Czechia,2019,,6.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,CZ,Czechia,2020,,5.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DE,Germany,2009,,25.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DE,Germany,2010,,25.9,,b,break in time series,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DE,Germany,2011,,26.1,,b,break in time series,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DE,Germany,2012,,26.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DE,Germany,2013,,26.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DE,Germany,2014,,26.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DE,Germany,2015,,27.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DE,Germany,2016,,26.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DE,Germany,2017,,27.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DE,Germany,2018,,27.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DE,Germany,2019,,27.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DE,Germany,2020,,28.0,,b,break in time series,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DK,Denmark,2009,,21.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DK,Denmark,2010,,21.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DK,Denmark,2011,,20.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DK,Denmark,2012,,20.5,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DK,Denmark,2013,,20.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DK,Denmark,2014,,20.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DK,Denmark,2015,,20.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DK,Denmark,2016,,21.6,,b,break in time series,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DK,Denmark,2017,,21.3,,b,break in time series,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DK,Denmark,2018,,20.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DK,Denmark,2019,,20.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,DK,Denmark,2020,,20.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EE,Estonia,2009,,9.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EE,Estonia,2010,,9.5,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EE,Estonia,2011,,9.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EE,Estonia,2012,,8.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EE,Estonia,2013,,8.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EE,Estonia,2014,,8.1,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EE,Estonia,2015,,9.0,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EE,Estonia,2016,,9.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EE,Estonia,2017,,9.2,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EE,Estonia,2018,,10.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EE,Estonia,2019,,10.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EE,Estonia,2020,,11.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EL,Greece,2009,,5.9,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EL,Greece,2010,,6.3,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EL,Greece,2011,,6.7,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EL,Greece,2012,,7.8,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EL,Greece,2013,,8.5,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EL,Greece,2014,,9.4,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EL,Greece,2015,,9.6,,,,,
dataflow,ESTAT:TESEM100(1.0),Part-time employment rate,A,Annual,EMP_PT,Employed persons working part-time,T,Total,Y20-64,From 20 to 64 years,PC_EMP,Percentage of total employment,EL,Greece,2016,,10.0,,,,,
